PRIORITY,ASSIGNED_GROUP,reassign_num
Low,EDC00051,0.0
Medium,EDC00043,0.0
Low,EDC00043,0.0
Low,EDC00042,0.0
Medium,SM000571,0.0
Medium,SM000580,0.0
Medium,EDC00062,0.0
Medium,NW000520,0.0
High,NW000425,0.0
Medium,NDS00032,0.0
Low,ESI00046,0.0
Medium,DC000102,0.0
High,ITS00372,0.0
Low,NW000478,0.0
High,ITS00363,0.0
Medium,ITS00351,0.0
Low,ITS00350,0.0
High,EDC00062,0.0
Medium,ITS00356,0.0
High,EDC00064,0.0
High,ITS00359,0.0
Low,NW000457,0.0
Low,ITS00371,0.0
Low,ITS00390,0.0
Low,NDS00026,0.0
High,ITS00309,0.0
Low,NDS00031,0.0
Low,DC000149,0.0
High,ESI00054,0.0
Low,NS000102,0.0
Low,DC000145,0.0
Medium,NS000106,0.0
High,EU000202,0.0
High,EDC00027,0.0
Low,DC000105,0.0
High,EDC00003,0.0
Low,SM000520,0.0
Medium,DC000101,0.0
Medium,ESI00054,0.0
High,NW000486,0.0
Medium,COR00550,0.0
Low,EU000204,0.0
Medium,ITS00104,0.0
High,DC000199,0.0
Low,SM000546,0.0
Medium,ITS00387,0.0
Low,ITS00109,0.0
High,EDC00002,0.0
Low,AP000012,0.0
Low,DC000193,0.0
High,ITS00380,0.0
Low,NW000520,0.0
Low,NW000514,0.0
Low,ITS00315,0.0
Low,COR00558,0.0
Low,ITS00328,0.0
Low,DC000185,0.0
High,NS000108,0.0
